>> ------DATA AND TIME------|--SYNCH 4b--|------------------------DATA 16b--------------------------|-----------------MNEM 12b-------------------|-------DATA 4b-------
>> Mon Jun  7 15:58:51 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:51 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:51 2021 | (b'qoro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:51 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:51 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:51 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:51 2021 | (b'qoro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:51 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:51 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:52 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:52 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:52 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:52 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:52 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:52 2021 | (b'qoro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:52 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:52 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:53 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:53 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:53 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:53 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:53 2021 | (b'qoro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:53 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:53 2021 | (b'p\xefr\x0f',) | (29391, 29391, 29359, 29359, 29359, 29359, 29359, 29359) | (b'r\xafr\xafr\xafr\xafr\xafr\xaf',)       | 0
>> Mon Jun  7 15:58:53 2021 | (b'qor\xaf',) | (29455, 29455, 29455, 29455, 29423, 29423, 29455, 29455) | (b's\x0fr\xefr\xefs\x0fs\x0fs\x0f',)       | 0
>> Mon Jun  7 15:58:53 2021 | (b'qor\xaf',) | (29455, 29455, 29455, 29423, 29423, 29455, 29455, 29455) | (b's\x0fr\xefr\xefs\x0fs\x0fs\x0f',)       | 0
>> Mon Jun  7 15:58:54 2021 | (b'o\xefp\xef',) | (29039, 29039, 29039, 29039, 29039, 29039, 29039, 29039) | (b'qoqoqoqoqoqo',)                         | 0
>> Mon Jun  7 15:58:54 2021 | (b'q\x0fr/',) | (29359, 29359, 29359, 29359, 29359, 29359, 29359, 29359) | (b'r\xafr\xafr\xafr\xafr\xafr\xaf',)       | 0
>> Mon Jun  7 15:58:54 2021 | (b'q\x0fr/',) | (29391, 29391, 29391, 29391, 29359, 29359, 29391, 29359) | (b'r\xafr\xcfr\xafr\xcfr\xcfr\xcf',)       | 0
>> Mon Jun  7 15:58:54 2021 | (b'qOr/',) | (29423, 29423, 29423, 29423, 29423, 29391, 29391, 29391) | (b'r\xcfr\xefr\xcfr\xefr\xcfr\xef',)       | 0
>> Mon Jun  7 15:58:54 2021 | (b'qOro',) | (29423, 29423, 29423, 29391, 29391, 29423, 29391, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:54 2021 | (b'qOro',) | (29423, 29423, 29423, 29391, 29423, 29423, 29423, 29423) | (b'r\xcfr\xcfr\xefr\xcfr\xefr\xcf',)       | 0
>> Mon Jun  7 15:58:54 2021 | (b'qOro',) | (29423, 29423, 29423, 29423, 29423, 29391, 29391, 29391) | (b'r\xefr\xcfr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:54 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29391, 29391, 29391, 29391, 29423) | (b'r\xefr\xefr\xefr\xcfr\xcfr\xef',)       | 0
>> Mon Jun  7 15:58:55 2021 | (b'qOro',) | (29423, 29423, 29423, 29423, 29391, 29391, 29423, 29391) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:55 2021 | (b'qOro',) | (29423, 29423, 29423, 29391, 29423, 29423, 29423, 29423) | (b'r\xcfr\xcfr\xefr\xcfr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:55 2021 | (b'qOro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xcfr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:55 2021 | (b'qoro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:55 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:55 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:55 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:55 2021 | (b'qOro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:55 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29391, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:56 2021 | (b'qOro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:56 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:56 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29391, 29391, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:56 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:56 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:56 2021 | (b'qOro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:56 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:56 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:57 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:57 2021 | (b'qOro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:57 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:57 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29391, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:57 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:57 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:57 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:57 2021 | (b'qor\xaf',) | (29423, 29455, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:57 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:58 2021 | (b'qOro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:58 2021 | (b'qoro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:58 2021 | (b'qOro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:58 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:58 2021 | (b'qOro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:58 2021 | (b'qOr\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:58 2021 | (b'qor\xaf',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:58 2021 | (b'qoro',) | (29423, 29423, 29423, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
>> Mon Jun  7 15:58:59 2021 | (b'qor\xaf',) | (29455, 29455, 29455, 29423, 29423, 29423, 29423, 29423) | (b'r\xefr\xefr\xefr\xefr\xefr\xef',)       | 0
