>> ------DATA AND TIME------|--SYNCH 4b--|------------------------DATA 16b--------------------------|-----------------MNEM 12b-------------------|-------DATA 4b-------
>> Mon May 31 11:38:42 2021 | (b'\x0c`\r\x00',) | (3328, 3328, 3328, 3328, 3328, 3328, 3328, 3328) | (b'\r\x00\r\x00\r\x00\r\x00\r\x00\r\x00',) | 0
>> Mon May 31 11:38:43 2021 | (b'\r \r\xa0',) | (3520, 3520, 3552, 3552, 3552, 3552, 3552, 3552) | (b'\r\xe0\r\xe0\r\xe0\r\xe0\r\xe0\r\xe0',) | 0
>> Mon May 31 11:38:45 2021 | (b'\x0b\x00\x0b\x00',) | (2816, 2816, 2816, 2816, 2816, 2848, 2848, 2848) | (b'\x0b \x0b \x0b \x0b \x0b \x0b ',)       | 0
>> Mon May 31 11:38:50 2021 | (b'\x16\xc0\x17`',) | (6016, 6016, 6016, 5984, 5984, 6016, 5984, 6016) | (b'\x17\x80\x17\x80\x17`\x17\x80\x17\x80\x17\x80',) | 0
>> Mon May 31 11:38:51 2021 | (b'"\xc0#\x80',) | (9088, 9056, 9088, 9088, 9056, 9088, 9088, 9088) | (b'#\x80#\x80#\x80#`#\x80#\x80',)          | 0
>> Mon May 31 11:38:52 2021 | (b'\x1a\x80\x1b\x00',) | (6944, 6944, 6944, 6944, 6944, 6944, 6944, 6944) | (b'\x1b \x1b \x1b \x1b \x1b \x1b ',)       | 0
>> Mon May 31 11:38:53 2021 | (b'\x19\xe0\x1a\x80',) | (6816, 6816, 6816, 6784, 6784, 6784, 6784, 6784) | (b'\x1a\x80\x1a\x80\x1a\x80\x1a\x80\x1a\x80\x1a\xa0',) | 0
>> Mon May 31 11:38:54 2021 | (b'\x19 \x19\x80',) | (6592, 6592, 6592, 6560, 6560, 6560, 6560, 6560) | (b'\x19\xa0\x19\xa0\x19\xa0\x19\xa0\x19\xa0\x19\xa0',) | 0
>> Mon May 31 11:38:55 2021 | (b'\x19`\x19\xe0',) | (6624, 6624, 6624, 6624, 6624, 6624, 6624, 6624) | (b'\x19\xe0\x19\xe0\x19\xe0\x19\xe0\x19\xe0\x19\xe0',) | 0
>> Mon May 31 11:38:56 2021 | (b'\x1a`\x1a\xe0',) | (6912, 6880, 6880, 6880, 6880, 6880, 6880, 6880) | (b'\x1a\xc0\x1a\xc0\x1a\xc0\x1a\xc0\x1a\xc0\x1a\xc0',) | 0
>> Mon May 31 11:38:57 2021 | (b'\x1b`\x1c\x00',) | (7200, 7200, 7168, 7168, 7168, 7168, 7168, 7168) | (b'\x1c\x00\x1c\x00\x1c\x00\x1c\x00\x1c\x00\x1c\x00',) | 0
>> Mon May 31 11:38:58 2021 | (b'\x1c\x00\x1c`',) | (7328, 7328, 7328, 7264, 7296, 7296, 7296, 7264) | (b'\x1c\x80\x1c\xa0\x1c\x80\x1c\x80\x1c\x80\x1c\x80',) | 0
>> Mon May 31 11:38:59 2021 | (b'\x1b\xa0\x1c ',) | (7232, 7232, 7232, 7200, 7232, 7232, 7232, 7232) | (b'\x1c@\x1c@\x1c@\x1c`\x1c@\x1c`',)       | 0
>> Mon May 31 11:39:00 2021 | (b'\x1b\x00\x1b\x80',) | (7104, 7136, 7104, 7104, 7104, 7104, 7104, 7136) | (b'\x1b\xe0\x1b\xe0\x1b\xe0\x1b\xe0\x1b\xe0\x1b\xe0',) | 0
>> Mon May 31 11:39:01 2021 | (b'\x1a\xa0\x1b`',) | (7008, 7008, 6944, 6976, 7008, 7008, 7008, 7008) | (b'\x1b`\x1b`\x1b`\x1b`\x1b`\x1b`',)       | 0
>> Mon May 31 11:39:02 2021 | (b'\x19\xe0\x1a`',) | (6784, 6816, 6784, 6784, 6784, 6784, 6784, 6784) | (b'\x1a`\x1a\x80\x1a\xa0\x1a\xa0\x1a\xa0\x1a\xa0',) | 0
>> Mon May 31 11:39:03 2021 | (b'\x19@\x19\xe0',) | (6624, 6624, 6624, 6624, 6624, 6624, 6624, 6624) | (b'\x19\xe0\x19\xe0\x19\xe0\x19\xe0\x19\xe0\x19\xe0',) | 0
>> Mon May 31 11:39:04 2021 | (b'\x1b\xe0\x1c`',) | (7264, 7264, 7264, 7264, 7264, 7264, 7264, 7264) | (b'\x1c`\x1c`\x1c\x80\x1c\x80\x1c\xa0\x1c\x80',) | 0
>> Mon May 31 11:39:05 2021 | (b'\x18`\x19 ',) | (6432, 6432, 6432, 6432, 6432, 6432, 6464, 6464) | (b'\x19@\x19 \x19@\x19`\x19@\x19@',)       | 0
>> Mon May 31 11:39:06 2021 | (b'\x15\x00\x15\xa0',) | (5536, 5536, 5536, 5536, 5536, 5536, 5536, 5536) | (b'\x15\xa0\x15\xc0\x15\xc0\x15\xc0\x15\xc0\x15\xc0',) | 0
>> Mon May 31 11:39:07 2021 | (b'\x12\xe0\x13\x80',) | (4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992) | (b'\x13\x80\x13\x80\x13\xa0\x13\xa0\x13\xa0\x13\xa0',) | 0
>> Mon May 31 11:39:08 2021 | (b'\x11`\x11\xe0',) | (4608, 4640, 4608, 4608, 4608, 4608, 4608, 4608) | (b'\x12\x00\x12\x00\x12\x00\x12\x00\x12\x00\x12\x00',) | 0
>> Mon May 31 11:39:09 2021 | (b'\x10 \x10\x80',) | (4256, 4256, 4256, 4256, 4256, 4256, 4256, 4256) | (b'\x10\xc0\x10\xc0\x10\xc0\x10\xc0\x10\xc0\x10\xc0',) | 0
>> Mon May 31 11:39:10 2021 | (b'\x0f@\x0f\xc0',) | (4064, 4096, 4096, 4064, 4064, 4096, 4096, 4096) | (b'\x0f\xe0\x10\x00\x10 \x10\x00\x0f\xe0\x0f\xe0',) | 0
>> Mon May 31 11:39:11 2021 | (b'\x0f\x00\x0f\xa0',) | (4000, 3968, 3968, 3968, 3968, 3968, 3968, 3968) | (b'\x0f\x80\x0f\x80\x0f\x80\x0f\x80\x0f\x80\x0f\x80',) | 0
>> Mon May 31 11:39:12 2021 | (b'\x0f\x00\x0f\x80',) | (4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000) | (b'\x0f\xa0\x0f\xa0\x0f\xa0\x0f\x80\x0f\x80\x0f\x80',) | 0
>> Mon May 31 11:39:13 2021 | (b'\x0f`\x10\x00',) | (4128, 4096, 4096, 4096, 4096, 4096, 4096, 4064) | (b'\x10\x00\x10 \x10\x00\x10\x00\x0f\xe0\x10\x00',) | 0
>> Mon May 31 11:39:14 2021 | (b'\x10 \x10\xa0',) | (4288, 4288, 4288, 4256, 4288, 4288, 4256, 4256) | (b'\x10\xa0\x10\xa0\x10\xa0\x10\xa0\x10\xa0\x10\xa0',) | 0
>> Mon May 31 11:39:15 2021 | (b'\x11`\x11\xe0',) | (4608, 4608, 4576, 4576, 4576, 4576, 4576, 4576) | (b'\x11\xe0\x11\xe0\x11\xe0\x11\xe0\x11\xe0\x11\xe0',) | 0
>> Mon May 31 11:39:16 2021 | (b'\x12\xe0\x13`',) | (4992, 4992, 4992, 4960, 4960, 4992, 4960, 4960) | (b'\x13\x80\x13`\x13`\x13`\x13`\x13`',)    | 0
>> Mon May 31 11:39:17 2021 | (b'\x14\xa0\x15 ',) | (5472, 5472, 5472, 5472, 5440, 5440, 5440, 5440) | (b'\x15@\x15@\x15@\x15@\x15 \x15@',)       | 0
>> Mon May 31 11:39:18 2021 | (b'\x16\xa0\x17@',) | (5984, 5984, 5984, 5952, 5952, 5920, 5920, 5952) | (b'\x17 \x17 \x17 \x17 \x17 \x17 ',)       | 0
>> Mon May 31 11:39:20 2021 | (b'\x18\xe0\x19`',) | (6560, 6560, 6528, 6528, 6528, 6528, 6528, 6528) | (b'\x19\x80\x19\x80\x19\x80\x19\x80\x19`\x19`',) | 0
>> Mon May 31 11:39:21 2021 | (b'\x1b \x1b\xc0',) | (7136, 7136, 7104, 7104, 7072, 7072, 7104, 7072) | (b'\x1b\xa0\x1b\xa0\x1b\xa0\x1b\x80\x1b\xa0\x1b\xa0',) | 0
>> Mon May 31 11:39:22 2021 | (b'\x1d \x1d\xa0',) | (7648, 7648, 7648, 7648, 7616, 7616, 7616, 7616) | (b'\x1d\xc0\x1d\xc0\x1d\xc0\x1d\xc0\x1d\xc0\x1d\xa0',) | 0
>> Mon May 31 11:39:23 2021 | (b'\x1f@ \x00',) | (8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192) | (b'\x1f\xe0 \x00 \x00 \x00\x1f\xe0\x1f\xe0',) | 0
>> Mon May 31 11:39:24 2021 | (b'!`"\x00',) | (8736, 8736, 8704, 8704, 8704, 8704, 8704, 8704) | (b'!\xe0"\x00"\x00"\x00!\xe0"\x00',)       | 0
>> Mon May 31 11:39:25 2021 | (b'#`$\x00',) | (9216, 9216, 9184, 9184, 9216, 9216, 9216, 9184) | (b'#\xe0#\xe0#\xe0#\xe0#\xe0#\xe0',)       | 0
>> Mon May 31 11:39:26 2021 | (b'%\x00%\xa0',) | (9632, 9632, 9632, 9600, 9600, 9600, 9600, 9600) | (b'%\x80%\x80%\x80%\x80%\x80%\x80',)       | 0
>> Mon May 31 11:39:27 2021 | (b'& &\xc0',) | (9952, 9952, 9952, 9952, 9952, 9952, 9952, 9952) | (b'&\xe0&\xe0&\xe0&\xe0&\xe0&\xe0',)       | 0
>> Mon May 31 11:39:28 2021 | (b"'\x00'\xa0",) | (10176, 10208, 10208, 10176, 10176, 10176, 10176, 10176) | (b"'\xc0'\xc0'\xc0'\xa0'\xa0'\xc0",)       | 0
>> Mon May 31 11:39:29 2021 | (b"'\xe0(`",) | (10368, 10368, 10336, 10336, 10336, 10336, 10336, 10336) | (b'(`(`(`(`(`(`',)                         | 0
>> Mon May 31 11:39:30 2021 | (b'( (\xc0',) | (10496, 10496, 10496, 10464, 10496, 10496, 10496, 10464) | (b')\x00)\x00)\x00(\xe0)\x00)\x00',)       | 0
>> Mon May 31 11:39:31 2021 | (b'( (\xe0',) | (10496, 10496, 10496, 10464, 10464, 10496, 10496, 10496) | (b'(\xe0)\x00)\x00(\xe0(\xe0)\x00',)       | 0
>> Mon May 31 11:39:32 2021 | (b"'\xe0(\x80",) | (10400, 10400, 10400, 10400, 10368, 10400, 10400, 10400) | (b'(\x80(\x80(\x80(\xa0(\xa0(\xa0',)       | 0
>> Mon May 31 11:39:33 2021 | (b"'`'\xe0",) | (10240, 10272, 10240, 10240, 10240, 10240, 10240, 10240) | (b'(\x00(\x00(\x00(\x00(\x00(\x00',)       | 0
>> Mon May 31 11:39:34 2021 | (b"&\x80'\x00",) | (10048, 10080, 10080, 10080, 10048, 10048, 10080, 10048) | (b"'`'`'`'`'`'`",)                         | 0
>> Mon May 31 11:39:35 2021 | (b'%\xc0&`',) | (9856, 9856, 9856, 9824, 9856, 9856, 9856, 9824) | (b'&`&\x80&\x80&\x80&\x80&\x80',)          | 0
>> Mon May 31 11:39:36 2021 | (b'$\xa0%`',) | (9568, 9568, 9536, 9536, 9536, 9568, 9568, 9568) | (b'%`%`%`%`%`%`',)                         | 0
>> Mon May 31 11:39:37 2021 | (b'#`#\xe0',) | (9216, 9248, 9216, 9216, 9216, 9216, 9216, 9216) | (b'$\x00$\x00$\x00$\x00$\x00$\x00',)       | 0
>> Mon May 31 11:39:38 2021 | (b'!\xe0"`',) | (8864, 8864, 8864, 8864, 8864, 8864, 8864, 8864) | (b'"\xa0"\xa0"\xc0"\xc0"\xc0"\xa0',)       | 0
>> Mon May 31 11:39:39 2021 | (b' `!\x00',) | (8480, 8480, 8448, 8448, 8448, 8448, 8448, 8448) | (b'!\x00! ! ! ! ! ',)                      | 0
>> Mon May 31 11:39:40 2021 | (b'\x1e\xa0\x1f ',) | (8000, 8032, 8000, 8000, 8000, 8000, 8000, 8000) | (b'\x1f@\x1f`\x1f`\x1f`\x1f`\x1f`',)       | 0
>> Mon May 31 11:39:41 2021 | (b'\x1d`\x1e\x00',) | (7680, 7680, 7680, 7680, 7680, 7680, 7680, 7680) | (b'\x1e\x00\x1e\x00\x1e\x00\x1e\x00\x1e \x1e ',) | 0
>> Mon May 31 11:39:42 2021 | (b'\x1b\xe0\x1c`',) | (7264, 7264, 7264, 7264, 7264, 7264, 7264, 7264) | (b'\x1c`\x1c`\x1c`\x1c\x80\x1c\x80\x1c\x80',) | 0
>> Mon May 31 11:39:43 2021 | (b'\x1a\x00\x1a\xa0',) | (6880, 6880, 6880, 6848, 6880, 6848, 6880, 6880) | (b'\x1a\xc0\x1a\xe0\x1a\xe0\x1a\xe0\x1a\xe0\x1a\xe0',) | 0
>> Mon May 31 11:39:44 2021 | (b'\x18`\x18\xe0',) | (6432, 6432, 6432, 6432, 6432, 6432, 6432, 6432) | (b'\x19 \x19 \x19 \x19 \x19 \x19 ',)       | 0
>> Mon May 31 11:39:45 2021 | (b'\x17\x00\x17\x80',) | (6112, 6112, 6112, 6080, 6080, 6112, 6112, 6112) | (b'\x17\xe0\x17\xe0\x17\xe0\x17\xe0\x17\xe0\x17\xe0',) | 0
>> Mon May 31 11:39:46 2021 | (b'\x15\xa0\x16`',) | (5728, 5728, 5728, 5728, 5728, 5728, 5728, 5728) | (b'\x16`\x16`\x16`\x16`\x16`\x16`',)       | 0
>> Mon May 31 11:39:47 2021 | (b'\x14 \x14\xc0',) | (5344, 5344, 5344, 5344, 5344, 5344, 5344, 5344) | (b'\x14\xe0\x14\xe0\x14\xe0\x15\x00\x15\x00\x15\x00',) | 0
>> Mon May 31 11:39:48 2021 | (b'\x13`\x13\xe0',) | (5120, 5120, 5120, 5120, 5120, 5120, 5120, 5120) | (b'\x14\x00\x14\x00\x14\x00\x14\x00\x14\x00\x14\x00',) | 0
>> Mon May 31 11:39:49 2021 | (b'\x12`\x12\xe0',) | (4864, 4864, 4864, 4864, 4864, 4864, 4832, 4864) | (b'\x13\x00\x13\x00\x13\x00\x13\x00\x13\x00\x13\x00',) | 0
>> Mon May 31 11:39:50 2021 | (b'\x11`\x11\xe0',) | (4608, 4640, 4640, 4608, 4608, 4608, 4608, 4608) | (b'\x12 \x12\x00\x12 \x12 \x12 \x12 ',)    | 0
>> Mon May 31 11:39:51 2021 | (b'\x10\xa0\x11 ',) | (4448, 4448, 4448, 4384, 4448, 4448, 4448, 4384) | (b'\x11 \x11@\x11`\x11`\x11`\x11`',)       | 0
>> Mon May 31 11:39:52 2021 | (b'\x10\x00\x10`',) | (4256, 4256, 4256, 4256, 4256, 4256, 4256, 4256) | (b'\x10\xa0\x10\xa0\x10\xa0\x10\xa0\x10\xa0\x10\xa0',) | 0
>> Mon May 31 11:39:53 2021 | (b'\x0f\x80\x10\x00',) | (4160, 4160, 4128, 4128, 4128, 4128, 4128, 4096) | (b'\x10 \x10 \x10 \x10 \x10 \x10 ',)       | 0
>> Mon May 31 11:39:54 2021 | (b'\x0f`\x0f\xe0',) | (4064, 4064, 4064, 4064, 4064, 4064, 4064, 4064) | (b'\x0f\xe0\x0f\xe0\x0f\xe0\x10\x00\x10\x00\x0f\xe0',) | 0
>> Mon May 31 11:39:55 2021 | (b'\x0f\x00\x0f`',) | (4000, 4000, 4000, 3968, 3968, 3968, 3968, 3968) | (b'\x0f\x80\x0f\x80\x0f\x80\x0f\x80\x0f\x80\x0f\xa0',) | 0
>> Mon May 31 11:39:56 2021 | (b'\x0f\x00\x0f\x80',) | (3968, 3968, 3968, 3968, 3936, 3968, 4000, 4000) | (b'\x0f\x80\x0f\x80\x0f\x80\x0f\x80\x0f\x80\x0f\x80',) | 0
>> Mon May 31 11:39:57 2021 | (b'\x0f\x00\x0f\x80',) | (4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000) | (b'\x0f\xa0\x0f\x80\x0f\x80\x0f\x80\x0f\x80\x0f\x80',) | 0
>> Mon May 31 11:39:58 2021 | (b'\x0f \x0f\xa0',) | (4000, 4032, 4000, 4032, 4000, 4000, 4000, 4000) | (b'\x0f\xc0\x0f\xa0\x0f\xc0\x0f\xc0\x0f\xa0\x0f\xa0',) | 0
>> Mon May 31 11:39:59 2021 | (b'\x0f\x80\x10\x00',) | (4128, 4128, 4096, 4096, 4096, 4096, 4096, 4096) | (b'\x10\x00\x10\x00\x10\x00\x10\x00\x10\x00\x10\x00',) | 0
>> Mon May 31 11:40:00 2021 | (b'\x0f\xc0\x10`',) | (4192, 4192, 4192, 4192, 4192, 4192, 4192, 4192) | (b'\x10`\x10`\x10`\x10`\x10`\x10`',)       | 0
>> Mon May 31 11:40:01 2021 | (b'\x10@\x10\xc0',) | (4288, 4320, 4288, 4320, 4288, 4288, 4288, 4288) | (b'\x10\xc0\x10\xc0\x10\xc0\x10\xc0\x10\xc0\x10\xa0',) | 0
>> Mon May 31 11:40:02 2021 | (b'\x10\xe0\x11`',) | (4480, 4480, 4480, 4448, 4448, 4480, 4448, 4448) | (b'\x11\x80\x11`\x11\x80\x11\x80\x11`\x11\x80',) | 0
>> Mon May 31 11:40:03 2021 | (b'\x11\x80\x12\x00',) | (4608, 4608, 4608, 4608, 4608, 4608, 4608, 4608) | (b'\x12\x00\x12\x00\x12\x00\x12\x00\x12\x00\x12\x00',) | 0
>> Mon May 31 11:40:04 2021 | (b'\x12@\x12\xe0',) | (4864, 4832, 4864, 4832, 4832, 4832, 4832, 4832) | (b'\x12\xe0\x12\xe0\x12\xe0\x12\xe0\x12\xe0\x12\xe0',) | 0
>> Mon May 31 11:40:05 2021 | (b'\x13`\x13\xe0',) | (5088, 5088, 5088, 5088, 5088, 5088, 5088, 5088) | (b'\x13\xe0\x13\xe0\x13\xe0\x13\xe0\x13\xe0\x13\xc0',) | 0
>> Mon May 31 11:40:06 2021 | (b'\x14`\x14\xe0',) | (5376, 5344, 5344, 5376, 5344, 5344, 5376, 5344) | (b'\x14\xe0\x14\xe0\x14\xe0\x14\xe0\x14\xe0\x14\xe0',) | 0
>> Mon May 31 11:40:07 2021 | (b'\x15@\x15\xc0',) | (5568, 5600, 5568, 5568, 5568, 5568, 5568, 5568) | (b'\x15\xc0\x15\xc0\x15\xc0\x15\xc0\x15\xa0\x15\xa0',) | 0
>> Mon May 31 11:40:08 2021 | (b'\x16`\x16\xe0',) | (5888, 5888, 5888, 5856, 5856, 5856, 5856, 5856) | (b'\x16\xe0\x16\xe0\x16\xe0\x16\xe0\x16\xe0\x16\xe0',) | 0
>> Mon May 31 11:40:09 2021 | (b'\x17\x80\x18\x00',) | (6176, 6176, 6176, 6176, 6144, 6144, 6144, 6144) | (b'\x18\x00\x18\x00\x18\x00\x18\x00\x18\x00\x18\x00',) | 0
>> Mon May 31 11:40:10 2021 | (b'\x18\xe0\x19\x80',) | (6528, 6528, 6496, 6496, 6528, 6496, 6528, 6528) | (b'\x19\x80\x19`\x19`\x19`\x19`\x19`',)    | 0
>> Mon May 31 11:40:11 2021 | (b'\x1a`\x1b\x00',) | (6912, 6912, 6912, 6912, 6912, 6912, 6912, 6912) | (b'\x1b\x00\x1b\x00\x1b\x00\x1b\x00\x1a\xe0\x1b\x00',) | 0
>> Mon May 31 11:40:12 2021 | (b'\x1c\x00\x1c`',) | (7296, 7328, 7296, 7296, 7264, 7296, 7296, 7264) | (b'\x1c`\x1c`\x1c`\x1c`\x1c`\x1c`',)       | 0
>> Mon May 31 11:40:14 2021 | (b'\x1c\xe0\x1d\x80',) | (7552, 7584, 7552, 7552, 7552, 7552, 7552, 7552) | (b'\x1d\x80\x1d\x80\x1d`\x1d\x80\x1d\x80\x1d\x80',) | 0
>> Mon May 31 11:40:15 2021 | (b'\x1d\xe0\x1e`',) | (7808, 7808, 7808, 7776, 7776, 7808, 7776, 7776) | (b'\x1e\x80\x1e`\x1e`\x1e\x80\x1e`\x1e`',) | 0
>> Mon May 31 11:40:16 2021 | (b'\x1f@\x1f\xe0',) | (8192, 8192, 8192, 8160, 8192, 8192, 8160, 8160) | (b'\x1f\xe0 \x00 \x00\x1f\xe0\x1f\xa0 \x00',) | 0
>> Mon May 31 11:40:17 2021 | (b' \xa0!\x00',) | (8512, 8480, 8480, 8480, 8448, 8480, 8480, 8448) | (b'!\x00! ! ! !\x00!\x00',)                | 0
>> Mon May 31 11:40:18 2021 | (b'!\xa0" ',) | (8768, 8800, 8768, 8768, 8736, 8736, 8736, 8736) | (b'" " " " " " ',)                         | 0
>> Mon May 31 11:40:19 2021 | (b'"\xc0#`',) | (9056, 9088, 9056, 9056, 9056, 9056, 9056, 9056) | (b'#`#`#`#`#`#`',)                         | 0
>> Mon May 31 11:40:20 2021 | (b'#\xe0$`',) | (9344, 9376, 9344, 9344, 9344, 9312, 9312, 9312) | (b'$`$`$`$`$`$`',)                         | 0
>> Mon May 31 11:40:21 2021 | (b'$\x80% ',) | (9568, 9568, 9536, 9504, 9536, 9568, 9536, 9504) | (b'% % % % % % ',)                         | 0
>> Mon May 31 11:40:22 2021 | (b'%\xa0&@',) | (9824, 9824, 9824, 9792, 9792, 9760, 9760, 9792) | (b'& &@& & & & ',)                         | 0
>> Mon May 31 11:40:23 2021 | (b"&\x80'\x00",) | (10048, 10048, 10016, 10016, 10016, 10016, 10016, 10016) | (b"' '\x00'\x00' ' ' ",)                   | 0
>> Mon May 31 11:40:24 2021 | (b"' '\xc0",) | (10208, 10208, 10208, 10176, 10176, 10176, 10176, 10176) | (b"'\xa0'\xa0'\xa0'\xa0'\xa0'\xa0",)       | 0
>> Mon May 31 11:40:25 2021 | (b"'\xa0( ",) | (10336, 10336, 10336, 10336, 10336, 10336, 10336, 10336) | (b'(`(`(`(`(`(@',)                         | 0
