>> ------DATA AND TIME------|--SYNCH 4b--|------------------------DATA 16b--------------------------|-----------------MNEM 12b-------------------|-------DATA 4b-------
>> Mon May 31 11:37:28 2021 | (b'/\x00/\xa0',) | (12256, 12256, 12256, 12256, 12256, 12256, 12256, 12256) | (b'/\xe0/\xe0/\xe0/\xe0/\xe0/\xc0',)       | 0
>> Mon May 31 11:37:29 2021 | (b'0\xe01`',) | (12672, 12704, 12704, 12672, 12672, 12672, 12672, 12704) | (b'1\xa01\xa01\xa01\xa01\xe01\xe0',)       | 0
>> Mon May 31 11:37:30 2021 | (b'2`3\x00',) | (13088, 13088, 13088, 13088, 13056, 13088, 13088, 13088) | (b'3 3 3\x003 3 3 ',)                      | 0
>> Mon May 31 11:37:31 2021 | (b'/\xa00`',) | (12384, 12384, 12384, 12384, 12384, 12384, 12384, 12352) | (b'0@0@0@0 0@0 ',)                         | 0
>> Mon May 31 11:37:32 2021 | (b'/\xa00`',) | (12384, 12384, 12384, 12384, 12384, 12384, 12384, 12384) | (b'0`0`0`0`0`0`',)                         | 0
>> Mon May 31 11:37:33 2021 | (b'2`3\x00',) | (13120, 13152, 13152, 13120, 13120, 13120, 13088, 13120) | (b'3`3`3`3@3@3`',)                         | 0
>> Mon May 31 11:37:34 2021 | (b'0\xe01`',) | (12672, 12672, 12672, 12640, 12640, 12640, 12640, 12640) | (b'1`1`1`1`1`1`',)                         | 0
>> Mon May 31 11:37:35 2021 | (b'/\x00/\xc0',) | (12256, 12256, 12256, 12256, 12256, 12256, 12256, 12256) | (b'/\xe0/\xe0/\xe0/\xe00\x000\x00',)       | 0
>> Mon May 31 11:37:36 2021 | (b'1\xe02\xa0',) | (12960, 12960, 12960, 12960, 12960, 12960, 12960, 12960) | (b'2\xa02\xa02\xa02\xc02\xc02\xc0',)       | 0
>> Mon May 31 11:37:37 2021 | (b'2 2\xc0',) | (13024, 13024, 13024, 12992, 12992, 12992, 12992, 12992) | (b'2\xc02\xc02\xc02\xc02\xc02\xa0',)       | 0
>> Mon May 31 11:37:38 2021 | (b'/ /\xe0',) | (12288, 12288, 12288, 12256, 12288, 12288, 12256, 12256) | (b'/\xe0/\xe0/\xe0/\xe0/\xe0/\xe0',)       | 0
>> Mon May 31 11:37:39 2021 | (b'0`1\x00',) | (12576, 12576, 12576, 12576, 12576, 12576, 12576, 12576) | (b'1 1 1@1@1`1@',)                         | 0
>> Mon May 31 11:37:40 2021 | (b'2\xa03`',) | (13152, 13152, 13152, 13152, 13152, 13152, 13152, 13152) | (b'3`3`3`3`3`3`',)                         | 0
>> Mon May 31 11:37:41 2021 | (b'0`1 ',) | (12576, 12544, 12544, 12512, 12512, 12544, 12512, 12544) | (b'1\x000\xe00\xe00\xe00\xe00\xe0',)       | 0
>> Mon May 31 11:37:42 2021 | (b'/\xa00@',) | (12384, 12384, 12384, 12384, 12384, 12384, 12384, 12384) | (b'0`0`0`0`0`0`',)                         | 0
