>> ------DATA AND TIME------|--SYNCH 4b--|------------------------DATA 16b--------------------------|-----------------MNEM 12b-------------------|-------DATA 4b-------
>> Fri Jun  4 13:37:04 2021 | (b'W\x00Z@',) | (23040, 22784, 22944, 22976, 23008, 23040, 23072, 23008) | (b'Z Z Z\x00Z Z Z ',)                      | 0
>> Fri Jun  4 13:37:04 2021 | (b'`\xe0d\x00',) | (25280, 25312, 25408, 25440, 25344, 25440, 25408, 25440) | (b'c\xc0d\x00d@d@d`d`',)                   | 0
>> Fri Jun  4 13:37:04 2021 | (b'X\x80[\xa0',) | (23200, 23296, 23360, 23296, 23328, 23296, 23264, 23232) | (b'Z\x80Z`Z@Z\x80Z Z`',)                   | 0
>> Fri Jun  4 13:37:04 2021 | (b'W\xa0Z\xa0',) | (22880, 22976, 23008, 22976, 22976, 22976, 23008, 23008) | (b'Y\xe0Z\x00Z Y\xc0Z`Z`',)                | 0
>> Fri Jun  4 13:37:04 2021 | (b'^\xc0b@',) | (24608, 24736, 24672, 24448, 24384, 24192, 24064, 23936) | (b'] \\\xc0\\`[\xe0[\xc0[`',)              | 0
>> Fri Jun  4 13:37:04 2021 | (b'X [ ',) | (22976, 23072, 23072, 23200, 23488, 23712, 23808, 23872) | (b']\xe0^`^\xa0_\x00_`_\x80',)             | 0
>> Fri Jun  4 13:37:04 2021 | (b'X Z\xe0',) | (22944, 23104, 23136, 23168, 23328, 23264, 23360, 23488) | (b'[\xc0\\\x00[\xe0[\xa0[\xc0[\xe0',)      | 0
>> Fri Jun  4 13:37:04 2021 | (b'W\x80Z`',) | (22976, 23104, 23232, 23456, 23744, 23872, 23968, 24096) | (b'^@^\x80^\xe0_ _ _\x80',)                | 0
>> Fri Jun  4 13:37:05 2021 | (b']\x80a ',) | (24544, 24672, 24864, 24672, 24864, 24928, 24864, 24992) | (b'a\xc0b\x00b`b\xa0c c\xe0',)             | 0
>> Fri Jun  4 13:37:05 2021 | (b'Y [\xe0',) | (23168, 23200, 23168, 23168, 23104, 23136, 23136, 23136) | (b'Z\x80Z\xa0Z\xa0Z\xa0Z\xa0Z\xa0',)       | 0
>> Fri Jun  4 13:37:05 2021 | (b'Y \\`',) | (23328, 23456, 23392, 23328, 23296, 23296, 23264, 23264) | (b'Z\xa0Z\xa0Z\x80Z@Z Z ',)                | 0
>> Fri Jun  4 13:37:05 2021 | (b'W\xe0[\x00',) | (22976, 23040, 23136, 23072, 23136, 23136, 23136, 23136) | (b'Z`Z`Z`Z\x80Z\xa0Z\xc0',)                | 0
>> Fri Jun  4 13:37:05 2021 | (b'[\xe0_@',) | (24224, 24224, 24448, 24576, 24640, 24576, 24704, 24768) | (b'`\xe0a a a a\x80a\xa0',)                | 0
>> Fri Jun  4 13:37:05 2021 | (b'W\xe0[\x00',) | (23040, 23072, 23168, 23136, 23104, 23104, 23040, 23008) | (b'Y\xe0Y\xa0Y\xc0Y\xe0Y\xe0Z ',)          | 0
>> Fri Jun  4 13:37:05 2021 | (b'Z\x80]`',) | (23520, 23552, 23616, 23424, 23456, 23360, 23296, 23232) | (b'Z\x80Z`Z Z Z\x00Z\x00',)                | 0
>> Fri Jun  4 13:37:05 2021 | (b'b e ',) | (25568, 25600, 25696, 25568, 25664, 25696, 25600, 25696) | (b'd`d`d\x80d\xc0d\x80d\xc0',)             | 0
>> Fri Jun  4 13:37:06 2021 | (b'W@Z@',) | (22784, 22912, 22944, 22912, 22880, 22816, 22976, 23200) | (b'[\x80\\\x80] ]\xe0^`^\x80',)            | 0
>> Fri Jun  4 13:37:06 2021 | (b'Y ] ',) | (23584, 23840, 24064, 24160, 24320, 24512, 24576, 24768) | (b'`\xa0a a@a`a\xa0b\x00',)                | 0
>> Fri Jun  4 13:37:06 2021 | (b'X`[`',) | (23072, 23200, 23232, 23232, 23200, 23200, 23136, 23168) | (b'Z\x80Z`Z\x80Z\x80Z`Z\xa0',)             | 0
>> Fri Jun  4 13:37:06 2021 | (b'W\x80Z\xa0',) | (22912, 22976, 23040, 23008, 23008, 23008, 23040, 23072) | (b'Z\x00Z@Z@Z\x80Z\xc0[\x00',)             | 0
>> Fri Jun  4 13:37:06 2021 | (b'V\xe0Y\xe0',) | (22752, 22784, 23008, 22976, 23072, 23136, 23168, 23200) | (b'Z\xe0[@[ [@[`[\xe0',)                   | 0
>> Fri Jun  4 13:37:06 2021 | (b'[\x00]\xe0',) | (23680, 23648, 23648, 23552, 23456, 23392, 23328, 23296) | (b'[@[\xa0\\@\\\x80[\xe0\\ ',)             | 0
>> Fri Jun  4 13:37:06 2021 | (b'`\x00c`',) | (25024, 25248, 25376, 25312, 25376, 25472, 25472, 25504) | (b'c\xe0d d`d@d\xa0d\xe0',)                | 0
>> Fri Jun  4 13:37:06 2021 | (b'V\xa0Y\xa0',) | (22720, 22848, 22944, 22944, 22976, 23040, 23072, 23040) | (b'Z Z\x00Y\xe0Z Y\xe0Y\xe0',)             | 0
>> Fri Jun  4 13:37:06 2021 | (b'W Z@',) | (22752, 22784, 22880, 22848, 22912, 22944, 22912, 23008) | (b'Y\xe0Z Z@Z Z@Z@',)                      | 0
>> Fri Jun  4 13:37:07 2021 | (b'Y\xa0]`',) | (23648, 23904, 24096, 24160, 24224, 24416, 24480, 24576) | (b'`\xa0`\x80a a`a\x80b\x00',)             | 0
>> Fri Jun  4 13:37:07 2021 | (b'Z\xa0^\x00',) | (23936, 24096, 24192, 24320, 24416, 24480, 24608, 24704) | (b'```\xe0a a`a\xa0b`',)                   | 0
>> Fri Jun  4 13:37:07 2021 | (b'b\xa0e\xe0',) | (25632, 25728, 25824, 25696, 25696, 25664, 25600, 25376) | (b'b\xc0a\xe0a\x00`\x80_\xc0_`',)          | 0
>> Fri Jun  4 13:37:07 2021 | (b'X`[`',) | (23072, 23232, 23360, 23264, 23424, 23648, 23776, 23904) | (b']\xc0^`^\xa0^\xe0_\x80_\xa0',)          | 0
>> Fri Jun  4 13:37:07 2021 | (b'[\xe0^\xc0',) | (23808, 23744, 23680, 23552, 23456, 23520, 23424, 23328) | (b'[\x00Z\xe0[\x00[\x00Z\xc0[\x00',)       | 0
>> Fri Jun  4 13:37:07 2021 | (b'W Z ',) | (22752, 22912, 22976, 22944, 23008, 23040, 23168, 23168) | (b'Z\xe0Z\xe0[\x00[\x80[\xc0\\`',)         | 0
>> Fri Jun  4 13:37:07 2021 | (b'W\xa0Z\xc0',) | (22944, 22976, 23072, 23072, 23040, 23072, 23072, 23104) | (b'Z`Z`Z\x80Z\xa0Z`Z\xa0',)                | 0
>> Fri Jun  4 13:37:07 2021 | (b'V\x80Y\x80',) | (22720, 22816, 22912, 22912, 22944, 23008, 23040, 23072) | (b'Z\x00Z@Z Z`Z`Z@',)                      | 0
>> Fri Jun  4 13:37:08 2021 | (b'[\xc0_`',) | (24128, 24256, 24480, 24608, 24736, 24768, 24960, 25056) | (b'a\xe0b b`b@b`b\x80',)                   | 0
>> Fri Jun  4 13:37:08 2021 | (b'Z\xe0]\xa0',) | (23584, 23520, 23584, 23488, 23424, 23392, 23392, 23392) | (b'[@[ [\x00Z\xe0Z\xe0Z\xa0',)             | 0
>> Fri Jun  4 13:37:08 2021 | (b'` c`',) | (24864, 24736, 24704, 24448, 24288, 24096, 24032, 24032) | (b'^ ^\xa0^\xe0_\x80_\xe0`\x00',)          | 0
>> Fri Jun  4 13:37:08 2021 | (b'X [ ',) | (23040, 23136, 23232, 23264, 23264, 23296, 23296, 23232) | (b'Z\xe0Z\xe0Z\xa0Z\xa0Z\x80Z`',)          | 0
>> Fri Jun  4 13:37:08 2021 | (b'a c\xc0',) | (25024, 24864, 24832, 24576, 24416, 24352, 24128, 24032) | (b']\xa0] \\\xe0\\\xc0\\\xa0\\\x80',)      | 0
>> Fri Jun  4 13:37:08 2021 | (b'W\x80Z\xc0',) | (23008, 23168, 23296, 23296, 23424, 23360, 23456, 23552) | (b'\\ \\`\\\xe0]\x00]@]`',)                | 0
>> Fri Jun  4 13:37:08 2021 | (b'\\\x80_@',) | (24032, 23968, 23968, 23872, 23808, 23744, 23712, 23712) | (b'\\ [\xe0[\xe0[ [`[\xc0',)               | 0
>> Fri Jun  4 13:37:08 2021 | (b'V@Y ',) | (22624, 22752, 22944, 22976, 23040, 23136, 23200, 23264) | (b'[ [`[ [`[\xc0\\`',)                     | 0
>> Fri Jun  4 13:37:08 2021 | (b'W@Z ',) | (22944, 23200, 23520, 23680, 23840, 24032, 24160, 24224) | (b'^\xe0_ _`_@_\x00^\x80',)                | 0
>> Fri Jun  4 13:37:09 2021 | (b'W Z\xc0',) | (23104, 22816, 23040, 23200, 23328, 23456, 23552, 23616) | (b'\\\x00\\\x00[\xc0[\xc0[`[ ',)           | 0
>> Fri Jun  4 13:37:09 2021 | (b'a@c\xc0',) | (25024, 24864, 24800, 24576, 24448, 24320, 24064, 23904) | (b']`\\\xe0\\@\\ [\xe0\\\x00',)            | 0
>> Fri Jun  4 13:37:09 2021 | (b'`\x00c`',) | (25088, 25120, 25216, 25312, 25344, 25440, 25440, 25504) | (b'c\xe0d\x00d c\xc0d c\xe0',)             | 0
>> Fri Jun  4 13:37:09 2021 | (b'X\x00Z`',) | (22944, 23136, 23232, 23200, 23040, 23008, 23072, 23072) | (b'Z`Z`Z Z@Z\xc0[\xe0',)                   | 0
>> Fri Jun  4 13:37:09 2021 | (b'^\x80a ',) | (24416, 24256, 24224, 24064, 23904, 23808, 23712, 23552) | (b'[\xc0\\\x00[\xc0[`[\x80[\xc0',)         | 0
>> Fri Jun  4 13:37:09 2021 | (b'W\xe0[ ',) | (23040, 23072, 23168, 23136, 23136, 23136, 23040, 22976) | (b'Y\xe0Y\x80Y\xa0Y\x80Y\xc0Y\xa0',)       | 0
>> Fri Jun  4 13:37:09 2021 | (b'X [ ',) | (22944, 23008, 23168, 23232, 23008, 23136, 23200, 23264) | (b'[\x80\\@\\\xa0]\x00]\xc0^`',)           | 0
>> Fri Jun  4 13:37:09 2021 | (b'W\x80Z\xa0',) | (23040, 23200, 23456, 23616, 23744, 23840, 23904, 23808) | (b'\\\xc0\\@\\ [\xe0[\xe0[\x80',)          | 0
>> Fri Jun  4 13:37:10 2021 | (b'``c\x00',) | (24800, 24704, 24608, 24384, 24288, 24096, 23968, 23840) | (b'\\\xa0\\@\\\x00[\xa0[\xa0[\x80',)       | 0
>> Fri Jun  4 13:37:10 2021 | (b'X\x80[`',) | (23072, 23104, 23264, 23200, 23104, 23136, 23232, 23264) | (b'Z\x80Z`Z Z`Z Z ',)                      | 0
>> Fri Jun  4 13:37:10 2021 | (b'a\x00d ',) | (25216, 25312, 25312, 25088, 24928, 24800, 24640, 24544) | (b'_`^\xc0^`^\x00]\xc0]`',)                | 0
>> Fri Jun  4 13:37:10 2021 | (b'X [`',) | (23072, 23136, 23136, 23168, 23296, 23552, 23712, 23808) | (b']\xc0^ ^\x80^\x80^ ^\x00',)             | 0
>> Fri Jun  4 13:37:10 2021 | (b'X [\x00',) | (22976, 23072, 23136, 23040, 23072, 23200, 23200, 23136) | (b'Z\xa0[\x00[ Z\xc0Z\xe0[\x00',)          | 0
>> Fri Jun  4 13:37:10 2021 | (b'V\xc0Y\xc0',) | (22784, 22880, 22976, 22944, 22880, 22880, 22944, 22976) | (b'Y\xc0Y\xe0Z Z Z Z\xc0',)                | 0
>> Fri Jun  4 13:37:10 2021 | (b'X\x00Z\xa0',) | (22944, 23008, 23104, 23072, 23072, 23072, 23200, 23200) | (b'Z`Z\xe0Z\xa0Z\xa0Z\xa0Z\x80',)          | 0
>> Fri Jun  4 13:37:10 2021 | (b'X@[@',) | (23072, 23168, 23232, 23232, 23232, 23296, 23264, 23264) | (b'[ [`[ [`[\xc0[@',)                      | 0
>> Fri Jun  4 13:37:10 2021 | (b'`\xe0d\x00',) | (25216, 25184, 25120, 24864, 24704, 24608, 24416, 24320) | (b'^@^\x00^ ^\xc0_@_\xa0',)                | 0
>> Fri Jun  4 13:37:11 2021 | (b'\\\x00_\xc0',) | (24320, 24512, 24864, 24992, 24864, 25024, 25056, 25024) | (b'a\xa0b\x00a\xa0a `\x80`\x00',)          | 0
>> Fri Jun  4 13:37:11 2021 | (b'W`Z\x80',) | (23072, 23040, 23008, 22976, 22944, 23072, 23264, 23424) | (b'\\`]\x00]`^ ^\xc0_\x00',)               | 0
>> Fri Jun  4 13:37:11 2021 | (b'Z`]\xa0',) | (23648, 23552, 23584, 23616, 23712, 23744, 23744, 23680) | (b'\\@[\xe0[\xc0[`[@[ ',)                  | 0
>> Fri Jun  4 13:37:11 2021 | (b'a\x00d ',) | (25280, 25408, 25504, 25568, 25536, 25600, 25696, 25600) | (b'd@d@d@d d d\x00',)                      | 0
>> Fri Jun  4 13:37:11 2021 | (b'a\xc0e\x00',) | (25472, 25504, 25696, 25632, 25536, 25632, 25600, 25504) | (b'd\x00d\x00c\xa0d c\xe0c\xc0',)          | 0
>> Fri Jun  4 13:37:11 2021 | (b'X\x00[@',) | (22976, 23168, 23328, 23232, 23232, 23136, 23072, 23104) | (b'Z`Z`Z`Z`Z\x80Z\xa0',)                   | 0
>> Fri Jun  4 13:37:11 2021 | (b'W\xa0Z\xc0',) | (23008, 23072, 23136, 23200, 23328, 23264, 23328, 23424) | (b'[@[\x00Z\xe0Z\xa0Z\xa0Z\xa0',)          | 0
>> Fri Jun  4 13:37:11 2021 | (b'W Z`',) | (22880, 23008, 23136, 23136, 23104, 23168, 23168, 23168) | (b'Z`Z`Z Y\xe0Y\xa0Y\xa0',)                | 0
>> Fri Jun  4 13:37:12 2021 | (b'X\xa0[\xe0',) | (23136, 23136, 23168, 23136, 23168, 23200, 23136, 23168) | (b'Z\xa0Z\xc0[\x00[\x00[\x00[ ',)          | 0
>> Fri Jun  4 13:37:12 2021 | (b'[\xc0^\xa0',) | (23840, 23776, 23904, 24000, 24032, 24096, 24032, 24032) | (b']\x80]`\\\xe0\\\xc0\\\x80\\ ',)         | 0
>> Fri Jun  4 13:37:12 2021 | (b'X\x00Z\xe0',) | (22944, 23008, 23040, 23072, 22976, 23104, 23072, 23072) | (b'Z`Z`Z\x80Z\xa0Z\xa0Z\xc0',)             | 0
>> Fri Jun  4 13:37:12 2021 | (b'W\xa0Z\xa0',) | (22880, 22944, 22944, 22880, 22944, 22944, 22944, 22944) | (b'Y\xa0Y\xc0Y\xe0Z\x00Z Y\xe0',)          | 0
>> Fri Jun  4 13:37:12 2021 | (b'X Z\xe0',) | (22944, 23040, 23072, 23008, 23104, 23136, 23136, 23296) | (b'[`[`[`Z\xe0Z\xc0[\x00',)                | 0
>> Fri Jun  4 13:37:12 2021 | (b'W@Z`',) | (22880, 22944, 23072, 23072, 23072, 23200, 23136, 23008) | (b'Z@Z\xe0[\x00[\xc0[\xe0\\\xa0',)         | 0
>> Fri Jun  4 13:37:12 2021 | (b'X Z\xa0',) | (22912, 23072, 23136, 23168, 23168, 23072, 23008, 23072) | (b'Z`Z@Z`Z`Z`Z`',)                         | 0
>> Fri Jun  4 13:37:12 2021 | (b'W\xa0Z\xc0',) | (23008, 23136, 23232, 23232, 23136, 23136, 23072, 23136) | (b'Z\xe0[@[\xe0\\`]\x00]`',)               | 0
>> Fri Jun  4 13:37:12 2021 | (b'\\ _ ',) | (23840, 23840, 23776, 23616, 23520, 23488, 23424, 23392) | (b'[`[ [ [ [ [@',)                         | 0
>> Fri Jun  4 13:37:13 2021 | (b'W\xc0Z\x80',) | (22880, 23072, 23104, 23200, 23328, 23520, 23648, 23808) | (b'\\\xc0\\@\\\x00[\xe0[\xe0[`',)          | 0
