>> ------DATA AND TIME------|--SYNCH 4b--|------------------------DATA 16b--------------------------|-----------------MNEM 12b-------------------|-------DATA 4b-------
>> Mon May 31 13:31:04 2021 | (b'\xff\xff\xff\xff',) | (65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535) | (b'\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff',) | 0
>> Mon May 31 13:31:05 2021 | (b'\xff\xff\xff\xff',) | (65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535) | (b'\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff',) | 0
>> Mon May 31 13:31:06 2021 | (b'\xff\xff\xff\xff',) | (65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535) | (b'\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff',) | 0
>> Mon May 31 13:31:07 2021 | (b'\xff\xff\xff\xff',) | (65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535) | (b'\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff',) | 0
>> Mon May 31 13:31:08 2021 | (b'\xff\xff\xff\xff',) | (65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535) | (b'\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff',) | 0
>> Mon May 31 13:31:10 2021 | (b'Z Z`',) | (23264, 23232, 23200, 23168, 23136, 23136, 23104, 23072) | (b'Z\x00Z\x00Y\xc0Y\xa0Y\xa0Y\x80',)       | 0
>> Mon May 31 13:31:11 2021 | (b'Q\xe0R`',) | (21280, 21344, 21376, 21408, 21472, 21504, 21536, 21600) | (b'T`T\xa0T\xc0U\x00U U@',)                | 0
>> Mon May 31 13:31:12 2021 | (b'*\x80+ ',) | (11168, 11232, 11264, 11296, 11360, 11424, 11488, 11552) | (b'- -\x80-\xa0-\xe0.\x00.@',)             | 0
>> Mon May 31 13:31:13 2021 | (b'\x1e \x1e`',) | (7840, 7840, 7808, 7776, 7776, 7776, 7744, 7712) | (b'\x1e \x1e \x1e\x00\x1e\x00\x1d\xe0\x1d\xe0',) | 0
>> Mon May 31 13:31:14 2021 | (b'9`9\xc0',) | (14816, 14720, 14624, 14592, 14496, 14432, 14368, 14304) | (b'7\xa07`7 6\xe06\x806`',)                | 0
>> Mon May 31 13:31:15 2021 | (b'Q\xa0R ',) | (21152, 21184, 21184, 21184, 21184, 21152, 21152, 21152) | (b'R\xa0R\x80R\x80R\x80R\x80R`',)          | 0
>> Mon May 31 13:31:16 2021 | (b'0@0\xe0',) | (12672, 12768, 12768, 12832, 12896, 12960, 13024, 13088) | (b'3`3\x803\xe04 4`4\x80',)                | 0
>> Mon May 31 13:31:17 2021 | (b'\x17\x80\x17\xe0',) | (6176, 6176, 6144, 6112, 6112, 6112, 6112, 6112) | (b'\x17\xa0\x17\xa0\x17\x80\x17\x80\x17`\x17`',) | 0
>> Mon May 31 13:31:18 2021 | (b'6`6`',) | (13952, 13920, 13824, 13792, 13696, 13664, 13568, 13504) | (b'4`4@4\x003\xa03`3`',)                   | 0
>> Mon May 31 13:31:19 2021 | (b'P\x00P\xe0',) | (20768, 20768, 20800, 20800, 20832, 20832, 20864, 20896) | (b'Q\xc0Q\xc0Q\xe0Q\xe0R R ',)             | 0
>> Mon May 31 13:31:20 2021 | (b'(@(\xe0',) | (10592, 10656, 10720, 10752, 10848, 10880, 10944, 11008) | (b'+ +`+\xa0+\xc0,\x00,@',)                | 0
